id,year,tropical,tons_ha,Bcals_ha,soilscore,ha,rice,wheat,sugar,grains,oil,fruits,roots,other,davg,navg,pavg,irr,landd,eqp,fert
9,1997,0,3.785287857,9.32985099,1.387555911,23225943,0.966195431,24.89901056,1.286901462,20.69965469,46.24204064,1.960243337,0.63603015,3.309923735,27.86748832,14.310708,89.25661407,0.066950995,0.000453109,0.000431412,34.85757284
9,1998,0,4.162316462,9.62367038,1.386833506,23662375,0.89469041,23.1247286,1.291700432,19.09149018,49.51890924,1.933838002,0.649668514,3.494974617,25.48473487,13.77627282,120.2854654,0.065842926,0.000444752,0.000426281,32.77354872
9,1999,0,3.70784005,9.087017444,1.386383424,25506826,1.133814141,24.39731231,1.078142769,15.27283324,52.41877214,1.727129828,0.576316316,3.395679259,26.94879527,13.67864063,97.24005499,0.061160099,0.000415626,0.000395624,32.28547527
9,2000,0,3.822514193,9.227858138,1.385745364,25629886,0.737615454,25.2662068,1.092474621,17.60865031,49.97291053,1.685465944,0.450329744,3.186346596,27.09753609,13.9609939,99.3952393,0.061061528,0.000414637,0.000393805,33.67096522
9,2001,0,3.886281833,8.699832364,1.385241663,25897155,0.586435074,26.59740037,1.127536982,15.90823007,50.45864304,1.788852868,0.471094219,3.061807368,27.07729409,14.46219161,118.7298478,0.060508577,0.000411354,0.000389986,33.28516202
9,2002,0,3.934180683,8.778272553,1.384639112,25368829,0.488828239,24.00437955,1.158902526,14.09202608,54.75810886,1.869830097,0.490554767,3.13736988,26.62619463,14.06670283,110.8207192,0.061886972,0.000421233,0.000398114,29.15097106
10,1975,0,3.2183482,10.95761607,1.364156607,13645622,0.55374537,62.69556639,1.881922275,28.70782292,2.863665724,1.045456191,0.277356356,1.974464777,26.82302674,12.7009625,31.51682461,0.107653576,0.00186539,0.000987933,52.88633966
10,1976,0,3.211476801,10.99760957,1.366399847,13921144,0.537599496,64.33566092,2.070131593,28.13763725,1.854976861,0.988604097,0.242034706,1.833355075,27.09028065,13.66635909,39.61112513,0.105953936,0.001825183,0.000963434,70.43846397
10,1977,0,2.686115502,9.190302711,1.367730879,15611115,0.589567113,63.76783465,1.890716967,28.96775791,2.182336111,0.874069533,0.218510978,1.509206741,27.33064867,13.17370989,34.99927337,0.094868304,0.001599456,0.000855962,64.97812616
10,1978,0,3.169809951,10.78828273,1.369032093,16121670,0.567149681,63.57219817,1.561252649,29.05937164,2.823888592,0.835422137,0.225249617,1.355467517,28.19113019,14.0414093,30.5611447,0.09229813,0.00159002,0.000826378,67.210717
10,1979,0,2.943983745,9.99414182,1.368540039,16656915,0.6617672,66.95537559,1.604120571,25.11899713,3.098448902,0.819425446,0.209732715,1.532132451,27.51986707,13.574899,33.34252868,0.089692479,0.001580734,0.000798005,72.87117693
10,1980,0,2.69562011,9.140634965,1.366454848,16751721,0.69459132,67.35487058,1.720879902,24.96798986,2.613110617,0.818817362,0.220783285,1.608957074,28.38913581,13.72659506,26.10157221,0.089543039,0.001576908,0.000791113,69.39245227
10,1981,0,2.957663942,10.06715169,1.370323931,18152115,0.583953991,65.47446399,1.740535469,27.07541793,2.233811322,0.761635765,0.198604956,1.931576568,28.33514241,14.06923689,30.073559,0.091118859,0.001463005,0.000728421,63.03540937
10,1982,0,2.520606286,8.510837951,1.373989816,17484301,0.726365898,65.8859625,1.821536932,25.99250036,2.205429888,0.796148499,0.20848989,2.363566036,27.46201815,13.57184888,28.54976924,0.094084402,0.00160607,0.000754516,65.60742691
10,1983,0,2.962035023,10.07443435,1.376758785,20391689,0.377604817,63.41112794,1.506275424,28.7244524,2.138282905,0.682670278,0.184619332,2.974966909,28.23813868,14.26615217,26.46161905,0.080179724,0.00134026,0.000645458,58.24431708
10,1984,0,3.043875053,10.31414428,1.37306471,19685583,0.60469634,61.35454561,1.588136861,28.28440489,2.704085523,0.708929982,0.194396071,4.560804727,26.81842947,13.17918087,39.52562816,0.08254772,0.001439086,0.00066708,63.45760753
10,1985,0,2.892089368,9.682916382,1.369465379,19383382,0.628373315,60.26812039,1.56680604,27.592837,3.934468195,0.724919934,0.199779378,5.084695746,27.90254702,13.51283834,25.67765086,0.087703993,0.0014786,0.000675928,59.58712468
10,1986,0,3.067845456,10.23348026,1.365961408,18243462,0.581578211,61.03556441,1.704720299,24.75572893,3.608114512,0.770254023,0.198049033,7.34599058,27.46815049,13.30347648,29.11479699,0.096746988,0.001577682,0.000716524,65.47551117
10,1987,0,3.127530823,10.42853758,1.36706221,16587982,0.578129395,54.28628992,1.851708062,28.60608361,3.275220578,0.824132797,0.223426816,10.35500883,27.01036799,12.98325642,31.70426563,0.110682541,0.001754554,0.000786219,83.33141427
10,1988,0,3.512333933,11.75841588,1.366332562,16124257,0.653673531,54.74249139,1.96598206,27.86352884,3.806990921,0.862855262,0.249481263,9.854996729,27.85702236,13.87871227,34.70998145,0.113803693,0.001806466,0.000806968,86.57143086
10,1989,0,3.587442978,11.99657896,1.364828196,15824644,0.612967976,56.89777287,1.977927592,26.76397017,3.53350761,0.910137378,0.240435109,9.063281297,27.46829207,14.11714847,38.63296187,0.11583199,0.001860706,0.000820351,88.05253376
10,1990,0,3.453958818,11.42975045,1.365425448,15904544,0.660188686,57.95884497,2.087453749,25.74693748,2.940895382,0.932569962,0.258316114,9.414793659,27.43291511,13.90174391,35.15531755,0.115187207,0.001856947,0.000814341,73.16776891
10,1991,0,3.290446156,10.71763896,1.369068355,14765952,0.602737974,48.64569518,2.309366846,29.87152471,4.730815866,1.01217314,0.272613645,12.55507264,28.49097834,13.85280707,26.1968935,0.136259416,0.00197947,0.000875078,86.99743843
10,1992,0,3.366308935,10.91812425,1.372552766,16304762,0.778913547,50.74965216,2.017815409,30.14186285,3.617513706,0.936536209,0.246749999,11.51095612,27.3770861,13.85359939,33.10635606,0.126895443,0.001849285,0.000787832,86.96232426
10,1993,0,3.83204524,12.85039024,1.371763309,16659510,0.750322188,50.31960724,1.968845422,30.17844462,3.799727603,0.958341512,0.236363494,11.78834792,27.26317066,13.46896598,31.78093056,0.126474308,0.001793899,0.000771047,90.72895902
10,1994,0,3.460404819,11.6351562,1.371110788,15898033,0.834694456,49.63312128,2.126049179,26.02268469,5.384049712,1.041330082,0.256962607,14.70110799,27.49217584,13.19521067,29.73055657,0.151465279,0.001984387,0.000807977,108.5354396
10,1995,0,3.933952885,13.49189057,1.378687006,18240706,0.708305918,50.5507846,2.00101904,28.96770553,4.63661878,0.904630555,0.209191464,12.02174411,27.62676366,13.56982414,29.77091456,0.131573855,0.001544419,0.000704209,102.3754234
